,0
0,32.8125
1,44.791666666666664
2,46.875
3,49.479166666666664
4,54.166666666666664
5,53.125
6,48.4375
7,52.083333333333336
8,48.4375
9,57.8125
10,53.125
11,60.9375
12,64.58333333333333
13,61.458333333333336
14,63.020833333333336
15,67.70833333333333
16,69.27083333333333
17,67.70833333333333
18,57.291666666666664
19,68.22916666666667
20,68.22916666666667
21,66.14583333333333
22,56.770833333333336
23,64.58333333333333
24,68.22916666666667
25,69.79166666666667
26,68.75
27,66.14583333333333
28,63.541666666666664
29,67.1875
30,63.020833333333336
31,66.14583333333333
32,65.625
33,71.875
34,64.0625
35,64.58333333333333
36,66.14583333333333
37,66.66666666666667
38,66.14583333333333
39,70.83333333333333
40,70.83333333333333
41,69.27083333333333
42,70.3125
43,66.66666666666667
44,66.14583333333333
45,72.91666666666667
46,72.91666666666667
47,73.95833333333333
48,69.27083333333333
49,68.75
50,73.4375
51,77.08333333333333
52,69.27083333333333
53,74.47916666666667
54,71.875
55,70.3125
56,71.875
57,69.79166666666667
58,71.875
59,68.75
60,71.35416666666667
61,71.875
62,72.91666666666667
63,74.47916666666667
64,65.625
65,77.08333333333333
66,72.39583333333333
67,71.35416666666667
68,72.39583333333333
69,70.83333333333333
70,72.91666666666667
71,76.04166666666667
72,76.04166666666667
73,67.1875
74,73.95833333333333
75,72.91666666666667
76,72.39583333333333
77,70.83333333333333
78,77.08333333333333
79,75.52083333333333
80,73.95833333333333
81,71.875
82,69.27083333333333
83,75.0
84,68.22916666666667
85,72.39583333333333
86,74.47916666666667
87,67.70833333333333
88,73.4375
89,76.04166666666667
90,72.39583333333333
91,76.04166666666667
92,77.08333333333333
93,73.4375
94,75.52083333333333
95,73.4375
96,73.95833333333333
97,78.125
98,77.60416666666667
99,72.39583333333333
100,77.60416666666667
101,76.5625
102,76.04166666666667
103,75.52083333333333
104,77.60416666666667
105,78.125
106,77.08333333333333
107,73.95833333333333
108,72.91666666666667
109,78.64583333333333
110,76.5625
111,75.52083333333333
112,72.91666666666667
113,77.08333333333333
114,77.08333333333333
115,77.60416666666667
116,72.39583333333333
117,76.5625
118,77.60416666666667
119,79.16666666666667
120,80.20833333333333
121,75.0
122,71.35416666666667
123,75.0
124,74.47916666666667
125,77.08333333333333
126,78.125
127,75.0
128,73.95833333333333
129,75.0
130,75.52083333333333
131,81.25
132,80.20833333333333
133,80.20833333333333
134,72.91666666666667
135,78.64583333333333
136,77.60416666666667
137,76.04166666666667
138,73.95833333333333
139,74.47916666666667
140,75.0
141,73.4375
142,78.125
143,78.64583333333333
144,80.20833333333333
145,79.16666666666667
146,76.04166666666667
147,78.125
148,77.60416666666667
149,72.91666666666667
150,75.0
151,79.16666666666667
152,74.47916666666667
153,74.47916666666667
154,75.52083333333333
155,73.95833333333333
156,73.95833333333333
157,73.95833333333333
158,79.6875
159,78.125
160,77.60416666666667
161,78.125
162,69.27083333333333
163,77.08333333333333
164,78.125
165,76.5625
166,78.64583333333333
167,84.375
168,78.125
169,81.77083333333333
170,81.25
171,78.64583333333333
172,77.08333333333333
173,77.60416666666667
174,81.77083333333333
175,83.33333333333333
176,80.20833333333333
177,80.20833333333333
178,81.77083333333333
179,77.60416666666667
180,76.5625
181,79.16666666666667
182,80.72916666666667
183,81.25
184,78.64583333333333
185,80.20833333333333
186,83.33333333333333
187,83.85416666666667
188,85.41666666666667
189,80.72916666666667
190,82.29166666666667
191,79.6875
192,80.72916666666667
193,83.85416666666667
194,80.20833333333333
195,81.77083333333333
196,85.9375
197,85.41666666666667
198,78.125
199,79.16666666666667
200,81.25
201,76.5625
202,81.25
203,82.29166666666667
204,79.16666666666667
205,76.5625
206,77.60416666666667
207,82.8125
208,84.375
209,82.8125
210,77.08333333333333
211,78.64583333333333
212,77.60416666666667
213,77.60416666666667
214,82.29166666666667
215,81.25
216,78.64583333333333
217,79.6875
218,84.89583333333333
219,82.29166666666667
220,85.9375
221,85.41666666666667
222,82.8125
223,82.29166666666667
224,85.41666666666667
225,84.89583333333333
226,83.85416666666667
227,80.72916666666667
228,84.89583333333333
229,84.375
230,84.375
231,82.29166666666667
232,84.375
233,81.77083333333333
234,85.41666666666667
235,83.33333333333333
236,85.9375
237,81.25
238,83.33333333333333
239,83.33333333333333
240,89.58333333333333
241,83.85416666666667
242,84.375
243,83.85416666666667
244,81.77083333333333
245,81.25
246,83.33333333333333
247,86.45833333333333
248,79.6875
249,79.6875
